Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references
634.0,"Church of the Ascension, Kolomenskoye",Russian Federation,Tent-roofed church / Orthogonal one-pillar construction,Internal (DS/OUV),,Built in 1532,Internal (DS/OUV),,Russian Orthodox / Imperial Russia (16th Century),Internal (DS/OUV),,,,,Limestone / White-stone,Internal (DS/OUV),,Sedimentary Rock,,,,,,White-stone (beliy kamen),,,,,,,,,,,,White,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Substructure, octagonal base, stairs, ciborium (""royal pew""), and pillars/walls",Internal (DS/OUV),,"Carved capitals, portals, and floor paving",Internal (DS/OUV),,"Brickwork combined with white-stone carved features, cladding, and facing",Internal (DS/OUV),,Complete loss of original white-stone carved capitals and portals on the second tier; surface damage to brickwork,Internal (DS/OUV),,"New white-stone floors, stairs, and grounds; white limestone coatings for facades",Internal (DS/OUV),,"Major restorations occurred in the early 19th century, 1860s, early 20th century, 1980s, and 2003–2007",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,
277.0,Hatra,Iraq,"Fortified city, temples/shrines with Iwans (open halls with high barrel-vaulted roofs), temenos, inner & outer circular defensive walls, towers, strongholds, gates, and bridges.",Internal (DS/OUV),,1st century BC to mid-2nd century AD; Parthian empire era (ca. 200 BC–220 AD). Inscribed on UNESCO World Heritage list in 1985.,Internal (DS/OUV),,"Parthian Empire, Aramean, Arab Kingdom, Assyro-Babylonian with Hellenistic and Roman influences.",Internal (DS/OUV),,,Internal (DS/OUV),,"Gypsum, Stone",Internal (DS/OUV),,Sedimentary Rock,,,"Bitumen, Mudbrick, Brick",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Stone quarries near the site.,Internal (DS/OUV),,Iraq,Internal (DS/OUV),,Local (relied for building materials on stone quarries near the site).,Internal (DS/OUV),,,,,"Inner main wall (diameter ~2 km), strongholds, towers, barrel-vaulted roofs / Iwans, rectangular temenos wall, contiguous Iwans, bridges, and wells.",Internal (DS/OUV),,"Carved stone and gypsum, pilastered portico, carved stone statues, statuettes of gods/rulers, sculptured figures, and Aramaic inscriptions.",Internal (DS/OUV),,"Mudbrick, brick, bitumen and gypsum, stone and gypsum; barrel vaults; carved stone and chiselled stone masonry.",Internal (DS/OUV),,"Severe natural weathering, erosion, neglect, looting, and localized conflict-inflicted damage (2015–2017).",Internal (DS/OUV),,Stone cut and chiselled from the same local stone quarries by specialized archaeologists and Mosul stone chisellers.,Internal (DS/OUV),,Historical conservation/restoration of walls and temenos rooms; ongoing plans for archaeological conservation of natural/conflict erosion.,Internal (DS/OUV),,Good,,,Yes,
731.0,Hanseatic Town of Visby,Sweden,"Walled trading town, ramparts, warehouses, merchants' dwellings, castles, cathedrals, churches, guild houses, residences, towers, gates, moats, monasteries, vernacular wooden houses, hospital, school, prison.",Internal (DS/OUV),,"Viking Age (pre-12th century), 12th century, 13th century, 14th century, 18th century, and 19th century.",Internal (DS/OUV),,"Viking / Gotlandic, German (Hanseatic League), Danish, Russian.",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone ,Internal (DS/OUV),,Sedimentary Rock,,,,,,Gotlandic Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Quarries extracted from the surrounding dry moats, open spaces, and adjacent limestone quarries.",Internal (DS/OUV),,Sweden (Island of Gotland),Internal (DS/OUV),,Local,Internal (DS/OUV),,Local / Short distance (Quarried directly from the defensive network/moats surrounding the site and nearby quarries).,Internal (DS/OUV),,"Town defense walls, ramparts, towers, gates, foundations, warehouses, churches, cathedrals, and street paving (large limestone slabs).",Internal (DS/OUV),,,,,Stone masonry with Gotlandic lime plaster/mortars; horizontal plank timber construction (used for vernacular houses).,Internal (DS/OUV),,"Partial collapses over the years (e.g., collapse of a section of the town wall in 2012); decay of abandoned church ruins after the Reformation (1530s).",Internal (DS/OUV),,,,,Restoration of the town wall following the 2012 collapse; ongoing traditional lime production and craftsmanship for mortar/plaster preservation.,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,
95.0,Old City of Dubrovnik,Croatia,"Architectural, Building, Modern Movement",Internal (DS/OUV),,13th century onwards (severely damaged by earthquake in 1667; damaged in 1990s by armed conflict),Internal (DS/OUV),,,,,,Internal (DS/OUV),,Flint,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridge, Capital, Castle, Cathedral, Church, Minaret, Monastery, Mosque, Palace, Sanctuary, Temple, Tomb, Tower",Internal (DS/OUV),,,,,,,,,,,,,,Focus of a major restoration programme co-ordinated by UNESCO,Internal (DS/OUV),,Good,External,,Yes,
187.0,St Mary's Cathedral and St Michael's Church at Hildesheim,Germany,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732.0,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,Czechia,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518.0,Poblet Monastery,Spain,"Cistercian abbey / Abbey, Monastery complex (includes church, cloister, fortified royal residence, chapter house, refectory, pantheon, etc.)",Internal (DS/OUV),,12th to 15th centuries (Church dates to the 13th century),Internal (DS/OUV),,Crown of Aragon / Kingdom of Catalonia and Aragon,Internal (DS/OUV),,,Internal (DS/OUV),,"Alabaster (retable of the high altar by Damià Forment, 1529)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High altar retable (made of alabaster),Internal (DS/OUV),,,,,,,,,,,"Retable of the high altar, church, refectory, cloister, chapter house, scriptorium, and abbot’s palace restored since 1940",Internal (DS/OUV),,Good,,,Yes,
782.0,La Lonja de la Seda de Valencia,Spain,Flamboyant Gothic / Late Gothic,Internal (DS/OUV),,1482–1533 (Built from 1483; 15th and 16th centuries),Internal (DS/OUV),,Iberian Peninsula / Valencia City,Internal (DS/OUV),,,Internal (DS/OUV),,"Freestone, Marble",Internal (DS/OUV),,Metamorphic Rock,,,,,,Alcublas marble,Internal (DS/OUV),,,,,,,,,,,Different colours (in floor paving),Internal (DS/OUV),,,,,,,,Alcublas,Internal (DS/OUV),,Spain,Internal (DS/OUV),,Local / Regional,Internal (DS/OUV),,,,,"Twisted columns, helical pillars, cross vaults, walls, tower, all in freestone",Internal (DS/OUV),,"Paved floor (Alcublas marble), grotesque gargoyles, carved decoration, richly decorated sills and lintels, portrait medallions",Internal (DS/OUV),,Freestone ashlar / helical masonry,Internal (DS/OUV),,,,,,,,Stucco decoration added in 1832; repair of roofs in 1891–1920; raising of the tower with crenelations reproducing original style; recent meticulous restoration,Internal (DS/OUV),,Good,,,Yes,
1217.0,Vizcaya Bridge,Spain,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0,Old Town of Ávila with its Extra-Muros Churches,Spain,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0,Historic Fortified City of Carcassonne,France,"skipped
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189.0,"Harar Jugol, the Fortified Historic Town",Ethiopia,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.0,Historic Centre of Évora,Portugal,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366.0,Selimiye Mosque and its Social Complex,Türkiye,"Mosque complex (Ottoman külliye comprising mosque, madrasas, covered market, clock house, outer courtyard, library)",Internal (DS/OUV),,16th Century (built between 1568 and 1575),Internal (DS/OUV),,Ottoman,Internal (DS/OUV),,,Internal (DS/OUV),,Flint ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dome, four minarets, madrasas, covered market, clock house, library, courtyard",,,Iznik ceramic tiles,Internal (DS/OUV),,,,,,,,,,,,,,,,,,
372.0,Studley Royal Park including the Ruins of Fountains Abbey,United Kingdom of Great Britain and Northern Ireland,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.0,Historic Centre of Mexico City and Xochimilco,Mexico,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699.0,City of Luxembourg: its Old Quarters and Fortifications,Luxembourg,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.0,Vilnius Historic Centre,Lithuania,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603.0,Samarkand – Crossroad of Cultures,Uzbekistan,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602.0,Historic Centre of Bukhara,Uzbekistan,skipped; promised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0,Sanctuary of Bom Jesus do Congonhas,Brazil,"Sanctuary, Basilica, Church, Chapels, Outdoor staircase",Internal (DS/OUV),,Second half of the 18th century (Church completed in 1772),Internal (DS/OUV),,Portuguese America / Latin American Baroque (Brazil),Internal (DS/OUV),,,Internal (DS/OUV),,Soapstone (pedra sabão),Internal (DS/OUV),,,,,,,,pedra sabão,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parapets of the divided staircase, statues of the 12 prophets, and general stonework",Internal (DS/OUV),,,,,,,,,,,Conservation and reclamation programs supported by IPHAN and the Monumenta Program,Internal (DS/OUV),,Good,,,Yes,
367.0,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",Germany,"Roman, Romanesque, Gothic, High Gothic, Renaissance, Baroque",Internal (DS/OUV),,,Internal (DS/OUV),,Roman / Western Roman Empire / German Christian Medieval,Internal (DS/OUV),,,,,Marble,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fortified gate, city walls, basilicas, thermae/baths, bridge, column, cathedral, church structures",Internal (DS/OUV),,"Baroque marble altars, archbishops' tombs, painted ceiling",Internal (DS/OUV),,"Large stone construction (Porta Nigra), brick monumental structures (Basilica)",Internal (DS/OUV),,,,,,,,Reconstructed/restored in the 19th century; WW2 damage restored between 1946–1949 (Church of Our Lady) and 1954–1956 (Basilica),Internal (DS/OUV),,Good,,,Yes,
658.0,Coro and its Port,Venezuela (Bolivarian Republic of),"Earthen architecture, domestic, monumental, religious, and civil buildings",Internal (DS/OUV),,Founded 1527; surviving structures primarily date from the 17th century,Internal (DS/OUV),,Spanish colonial with local indigenous and Dutch influences,Internal (DS/OUV),,,Internal (DS/OUV),,"Adobe (sun-dried mud brick), Bahareque (mud, timber, bamboo), Tapia (rammed earth)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venezuela (Bolivarian Republic of),Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,,,,"Earthen structures / Mud-building systems (adobe, bahareque, tapia) for walls and foundations",Internal (DS/OUV),,,,,"Bahareque (mud, timber, bamboo), Adobe (sun-dried brick), Tapia (rammed earth)
",Internal (DS/OUV),,"Damage from heavy rains, climatic change, and material fragility",Internal (DS/OUV),,,,,"Emergency interventions, PLINCODE conservation plan, earthen technique restoration",Internal (DS/OUV),,Moderate,,,Yes,
717.0,Historic Centre of Siena,Italy,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.0,Old City of Sana'a,Yemen,"Homogeneous architectural ensemble; multi-storeyed tower-houses, minarets, mosques, hammams (baths), caravanserais, and city walls.",Internal (DS/OUV),,"Houses and structures built continuously over 2,500 years; pre-11th century houses and mosques; 16th-century Ottoman additions.",Internal (DS/OUV),,"Pre-Islamic Yemenite kingdoms, Abyssinian (Christian, 525–575 AD), Islamic / Arab, and Ottoman civilizations.",Internal (DS/OUV),,,Internal (DS/OUV),,Gypsum,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,White (gypsum); Ochre / Bistre (earth and burnt brick),Internal (DS/OUV),,,,,"Gypsum (Calcium sulfate dihydrate, $CaSO_4 \cdot 2H_2O$",Internal (DS/OUV),,,,,Yemen (implied by local materials),Internal (DS/OUV),,"Local materials (""exceptional craftsmanship in the use of local materials and techniques"")",Internal (DS/OUV),,"Nearby/Immediate local area (""bistre-colored earth of the nearby mountains"")",Internal (DS/OUV),,Stone-built ground floors supporting upper multi-storeyed tower-houses; city boundary walls.,Internal (DS/OUV),,Fired brick combined with white gypsum applied for geometric surface patterns on building facades.,Internal (DS/OUV),,Stone masonry for lower levels; rammed earth (pisé) and burnt brick for upper floors.,Internal (DS/OUV),,,,,,,,Traditional conservation practices noted; vulnerable to incorrect contemporary conservation practices and development.,Internal (DS/OUV),,Moderate,,,Yes,
58.0,Urnes Stave Church,Norway,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549.0,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",Italy,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011.0,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,Armenia,"Central-domed cross-hall type church, four-column domed basilica, three-aisled basilica, circular structure",Internal (DS/OUV),,"AD 301–303 (Cathedral), AD 618 (St. Hripsime), AD 630 (St. Gayane), Middle of 7th century (Zvartnots), AD 1694 (St. Shoghakat), AD 1767 (St. Mariam Astvatsatsin)",Internal (DS/OUV),,Early Christian / Medieval Armenian,Internal (DS/OUV),,,Internal (DS/OUV),,Tuff (stone of volcanic origin),Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,Marble,Internal (DS/OUV),,,,,"Tuff (volcanic ash/pyroclastic rock), Marble",Internal (DS/OUV),,,,,,,,Brown (well-processed tuff at St Shoghakat),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Walls, dome/roofing slabs, pillars, vaults, foundations, columns",Internal (DS/OUV),,"Internal marble painting surface (main apse fresco base), rich bas-reliefs and high-reliefs",Internal (DS/OUV),,Well-processed tuff blocks,Internal (DS/OUV),,,,,Lead roofing replaced by stone slabs (2000 AD),Internal (DS/OUV),,Roof and walls renovated in 1652; monastery renovated 1866–1882; dome stone slabs added in 2000,Internal (DS/OUV),,Good,Internal (DS/OUV),,,
676.0,Historic Centre of Zacatecas,Mexico,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585.0,Historic Centre of Morelia,Mexico,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.0,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,Mexico,skipped,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.0,Paleochristian and Byzantine Monuments of Thessalonika,Greece,skipped,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.0,Minaret and Archaeological Remains of Jam,Afghanistan,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347.0,Santiago de Compostela (Old Town),Spain,Skipped,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165.0,Centennial Hall in Wrocław,Poland,skipped,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255.0,Fatehpur Sikri,India,"Mughal Architecture / Indo-Islamic Style (Palaces, Public Buildings, Mosques, Living Areas, Fortifications)",Internal (DS/OUV),,1571–1573 (City construction); Mosque completed in 1571–72; Tomb completed in 1580–81 / 1606; Buland Darwaza completed in 1575,Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Red Sandstone (Major), Marble (Secondary/Minor)",Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,Marble,Internal (DS/OUV),,,,,,,,Vindhyan (Stratigraphic Group mentioned for hill ranges),Internal (DS/OUV),,,,,"Red (Sandstone), White (implied Marble)",Internal (DS/OUV),,"Perforated (Stone screens), Carved",Internal (DS/OUV),,,,,Outcrops of the Vindhyan hill ranges (Mining within 10-km radius banned),Internal (DS/OUV),,India,Internal (DS/OUV),,Local (Extracted from nearby Vindhyan outcrops),Internal (DS/OUV),,Local / Immediate vicinity (within 10-km radius),,,"Wall, Porticos, Pillars, Roofs, Gate (Buland Darwaza), Towers (Hiran Minar), Fortification",Internal (DS/OUV),,"Perforated stone screens, Sculpted decoration, Richly carved interior pillars, Azure-blue ribbed roof",Internal (DS/OUV),,"Perforated stone screens, Sculpted decoration, Richly carved interior pillars, Azure-blue ribbed roof",Internal (DS/OUV),,,,,,,,"Repairs, chemical preservation, and restoration carried out on Buland Darwaza, Jama Masjid, Shaikh Salim Chisti's Tomb, Khwabgah, Mariam's house, Jodha Bai Palace, Diwan-i-Am, etc.",Internal (DS/OUV),,Good,,,Yes,
234.0,Churches and Convents of Goa,India,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479.0,Town of Luang Prabang,Lao People's Democratic Republic,skipped,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829.0,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,"Residential, Commercial, and Public Urban Architecture (Atrium Houses, Suburban Villas, Forum, Baths, Theatres, Amphitheatre, Palaestra, Thermopolia/Shops)",Internal (DS/OUV),,Early Roman Empire / 3rd century BC to 1st century AD (79 AD Eruption),Internal (DS/OUV),,Ancient Roman Civilization,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Volcanic Ash, Lapilli",Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,Volcanic Ash Deposit and Pyroclastic Lapilli,Internal (DS/OUV),,,,,,,,,,,Pyroclastic / Fragmental,Internal (DS/OUV),,,,,,,,,,,Local (Volcanic eruptive deposits originating from Mount Vesuvius),Internal (DS/OUV),,,,,"Enclosure and load-bearing walls, colonnades, paving, and urban infrastructure",Internal (DS/OUV),,"Wall paintings, frescos, illusionistic architectural motifs, and mosaic floors",Internal (DS/OUV),,,,,"Active environmental decay, collapse risks from water/exposure, and historical thermal carbonization during the eruption",Internal (DS/OUV),,,,,"Modern consolidation, progressive introduction of enduring techniques/materials, 1950s open-air museum restoration (Amedeo Maiuri), and structural stabilization under the ""Grande Progetto Pompei"" (2012)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,
625.0,Mir Castle Complex,Belarus,"Castle / Fortified Castle (Gothic, Renaissance, Baroque)",Internal (DS/OUV),,Late 15th century to end of 19th century,Internal (DS/OUV),,Polish-Lithuanian / Belarusian / European,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle wall and tower masonry construction,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,Restored at the end of the 19th century after suffering severe damage during the Napoleonic period,Internal (DS/OUV),,,,,Yes,
